,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Building_Age,YEAR_BUILD,YEAR OF SALES
2909,Adyar,1222,2011-11-17,27,2,2,4,Adj Land,Yes,1977-11-25,House,ELO,Paved,RH,315335,29563,9854210,33,1977,2011
2910,KK Nagar,1337,2009-11-09,117,2,1,4,Normal Sale,Yes,1986-09-17,Others,All Pub,Paved,RH,465530,102417,9310600,23,1986,2009
2911,Velachery,1535,2004-04-09,49,2,1,4,Adj Land,Yes,1972-12-09,Others,All Pub,Gravel,RH,335133,172972,10810740,31,1972,2004
2912,Velachery,1538,2006-06-25,36,2,1,4,Family,Yes,1964-05-07,Commercial,All Pub,Paved,RL,551444,113117,14139590,42,1964,2006
2913,Karapakkam,1376,2009-09-14,147,2,2,4,Normal Sale,Yes,1991-09-19,Others,No Sewage,Paved,RM,394300,226723,9857500,17,1991,2009
2914,T Nagar,1975,2012-02-05,150,2,1,5,AbNormal,No,1969-05-13,Commercial,No Sewage,Gravel,RM,599398,177599,22199910,42,1969,2012
2915,Karapakkam,786,2011-05-02,100,1,1,2,Normal Sale,No,2001-07-02,Others,No Sewage,Gravel,RH,266305,84438,6495250,9,2001,2011
2916,Karapakkam,1094,2010-05-29,157,1,1,3,Partial,No,1978-06-06,House,ELO,Paved,A,118500,75050,3950000,31,1978,2010
2917,KK Nagar,2293,2009-01-07,83,4,2,6,Adj Land,No,1984-07-07,Others,All Pub,Paved,RL,599710,112446,12493960,24,1984,2009
2918,Anna Nagar,1554,2009-03-28,65,1,1,4,Partial,Yes,1974-06-04,Commercial,ELO,Gravel,RM,631227,153025,19128100,34,1974,2009
2919,Anna Nagar,1520,2013-01-18,166,1,1,4,Partial,No,1976-01-28,Commercial,All Pub,No Access,RH,504129,173294,15754040,36,1976,2013
2920,KK Nagar,1761,2008-10-10,58,2,1,4,Adj Land,No,1999-10-13,Commercial,No Sewage,Paved,RH,639665,341155,14214780,8,1999,2008
2921,Karapakkam,500,2012-03-24,64,1,1,2,Family,Yes,1983-01-04,Others,ELO,Gravel,RL,231219,145338,6606250,29,1983,2012
2922,Karapakkam,1500,2010-01-06,30,2,2,4,Adj Land,No,2003-03-06,Others,No Sewage,No Access,RL,273528,85478,8547750,6,2003,2010
2923,Karapakkam,715,2009-09-11,146,1,1,2,AbNormal,No,1997-12-11,Others,All Pub,Paved,I,224444,99173,5219625,11,1997,2009
2924,Anna Nagar,1901,2014-10-13,89,2,1,5,Adj Land,No,2007-10-15,Others,All Pub,Gravel,RH,526328,219303,14620220,6,2007,2014
2925,Adyar,1235,2007-01-05,140,2,2,4,AbNormal,Yes,1988-05-05,Others,ELO,Gravel,I,412093,31699,10566485,18,1988,2007
2926,T Nagar,1797,2013-11-20,1,1,1,4,Family,No,2002-11-23,Commercial,No Sewage,Paved,RM,783698,391849,20623620,10,2002,2013
2927,Anna Nagar,1943,2012-03-13,171,2,1,5,AbNormal,Yes,1979-03-22,Commercial,ELO,Gravel,RM,706131,318898,22778410,32,1979,2012
2928,Chrompet,901,2008-05-15,48,1,1,3,Normal Sale,No,1985-05-21,Others,ELO,No Access,RL,193768,81979,7452620,22,1985,2008
2929,Anna Nagar,1685,2011-12-09,108,1,1,4,Normal Sale,Yes,1970-09-22,Commercial,ELO,No Access,RL,504544,205555,18686820,41,1970,2011
2930,Velachery,1784,2012-01-29,151,2,1,4,Adj Land,Yes,1978-06-02,Others,No Sewage,Paved,C,380238,175494,9749680,33,1978,2012
2931,Anna Nagar,1602,2008-12-15,13,1,1,4,AbNormal,No,1977-12-23,Commercial,All Pub,Paved,RH,473208,332998,17526220,30,1977,2008
2932,T Nagar,1665,2011-02-25,9,1,1,4,Family,No,1995-01-03,Others,ELO,No Access,RL,349266,228830,12043670,16,1995,2011
2933,KK Nagar,1932,2008-10-07,126,3,2,5,Adj Land,Yes,1996-07-13,Others,No Sewage,Gravel,RH,426380,170552,12182280,12,1996,2008
2934,Adyar,801,2011-06-16,194,1,1,3,Normal Sale,No,1991-06-21,Commercial,No Sewage,No Access,C,287086,50662,8443700,19,1991,2011
2935,Anna Nagar,1705,2015-01-18,5,1,1,4,Adj Land,No,2003-01-21,Commercial,ELO,No Access,RM,759022,291931,19462090,11,2003,2015
2936,Adyar,845,2012-07-01,193,1,1,3,Adj Land,No,1995-11-01,House,No Sewage,Gravel,RH,260987,73403,8155855,16,1995,2012
2937,T Nagar,1943,2008-05-11,72,2,1,5,Normal Sale,No,1999-08-11,House,No Sewage,No Access,RM,415678,147499,13408980,8,1999,2008
2938,Karapakkam,1262,2009-10-14,89,1,1,3,Adj Land,Yes,1991-10-19,Others,All Pub,Paved,I,361273,82108,8210750,17,1991,2009
2939,T Nagar,1881,2009-07-20,131,2,1,5,AbNormal,No,1974-07-29,House,No Sewage,Paved,RM,475074,211144,13196500,34,1974,2009
2940,Velachery,1611,2008-01-05,115,2,1,4,Normal Sale,Yes,1996-04-05,House,No Sewage,No Access,RL,304891,95278,9527840,11,1996,2008
2941,Velachery,1969,2012-02-28,93,3,2,5,AbNormal,No,1987-06-03,Others,All Pub,Gravel,I,416598,160230,10682000,24,1987,2012
2942,Chrompet,878,2013-12-10,65,1,1,3,Partial,No,1982-10-20,House,All Pub,No Access,RM,206042,29435,7358650,31,1982,2013
2943,Chrompet,1037,2008-09-07,30,1,1,3,Adj Land,No,1985-07-15,Others,No Sewage,No Access,RL,276132,138066,8629140,23,1985,2008
2944,Chrompet,1187,2012-10-11,1,1,1,3,Family,Yes,1992-11-15,Others,No Sewage,Paved,RH,284281,107831,9802790,19,1992,2012
2945,KK Nagar,1361,2012-02-23,16,2,1,4,Adj Land,No,1984-01-03,Others,No Sewage,Gravel,RM,401999,120600,10049980,28,1984,2012
2946,Chrompet,999,2009-05-15,70,1,1,3,Partial,Yes,1990-05-20,Others,No Sewage,No Access,RM,252771,74895,9361880,18,1990,2009
2947,Chrompet,1020,2007-01-10,95,1,1,3,Partial,No,1995-04-10,Commercial,No Sewage,Paved,RL,337288,72276,12046000,11,1995,2007
2948,Velachery,1651,2006-09-28,57,2,1,4,AbNormal,No,1999-09-30,Commercial,No Sewage,Paved,A,423554,145218,12101540,6,1999,2006
2949,Karapakkam,508,2009-09-14,34,1,1,2,AbNormal,No,1983-09-21,Commercial,No Sewage,Paved,RM,213735,142490,7124500,25,1983,2009
2950,Adyar,812,2008-03-17,69,1,1,3,Adj Land,Yes,1972-03-26,Others,No Sewage,Gravel,I,267218,103439,8619940,35,1972,2008
2951,Karapakkam,1697,2010-04-23,58,2,2,4,Family,No,1967-04-05,Commercial,No Sewage,Paved,I,472366,186749,10985250,43,1967,2010
2952,Adyar,1063,2011-11-09,28,1,1,3,Family,Yes,1996-09-14,Others,ELO,Paved,A,293859,115997,7733125,15,1996,2011
2953,Karapakkam,635,2009-10-13,20,1,1,2,Adj Land,Yes,1975-10-22,House,All Pub,No Access,RM,285565,104475,6965000,33,1975,2009
2954,T Nagar,1540,2007-04-30,70,1,1,4,Partial,No,2001-01-05,Commercial,No Sewage,Gravel,RH,557959,174362,17436220,6,2001,2007
2955,Chrompet,1123,2008-02-17,104,1,1,3,Family,Yes,1986-02-22,Commercial,No Sewage,Gravel,RH,367386,176890,13606900,21,1986,2008
2956,Chrompet,774,2012-12-02,2,1,1,2,Normal Sale,No,1992-02-17,House,ELO,Gravel,RH,226288,102858,6857200,20,1992,2012
2957,Chrompet,816,2010-08-12,117,1,1,3,AbNormal,Yes,1995-12-12,Others,No Sewage,No Access,RH,220289,53173,7596170,14,1995,2010
2958,Chrompet,814,2012-11-08,4,1,1,3,AbNormal,Yes,1993-08-16,House,No Sewage,No Access,RM,228432,50763,8460450,19,1993,2012
2959,Chrompet,1241,2013-11-10,156,2,1,4,Family,No,2006-10-13,Others,ELO,Paved,RM,334529,83632,10454020,7,2006,2013
2960,Velachery,1768,2004-08-04,173,2,1,4,Normal Sale,No,1960-04-19,Others,ELO,Paved,RM,333851,73030,10432830,44,1960,2004
2961,Chrompet,786,2014-02-18,98,1,1,2,Partial,Yes,1976-02-28,Others,No Sewage,Paved,RH,191940,59059,7382320,37,1976,2014
2962,Anna Nagar,1592,2010-02-01,138,1,1,4,Normal Sale,No,1980-10-01,House,No Sewage,Paved,RH,360653,127289,10607450,29,1980,2010
2963,Anna Nagar,1552,2012-11-29,18,1,1,4,Partial,No,1968-10-12,Commercial,No Sewage,Gravel,RL,659679,121520,17359980,44,1968,2012
2964,Chrompet,1220,2010-04-19,79,2,1,4,Family,No,1990-04-24,Commercial,ELO,No Access,RL,410035,140950,12813600,19,1990,2010
2965,Velachery,1628,2009-03-03,114,2,1,4,AbNormal,Yes,1999-06-03,Others,No Sewage,Paved,RL,416336,131474,10956200,9,1999,2009
2966,Velachery,1787,2011-12-01,111,2,1,4,Normal Sale,Yes,1981-01-19,Commercial,No Sewage,Paved,I,518728,177850,14820800,30,1981,2011
2967,Velachery,1903,2006-09-18,2,3,2,5,Normal Sale,Yes,1979-09-25,Commercial,No Sewage,Gravel,C,597725,245221,15326290,26,1979,2006
2968,T Nagar,1989,2012-11-27,162,2,1,5,Partial,No,2005-11-29,Others,No Sewage,Paved,RL,549478,130140,14459960,6,2005,2012
2969,Velachery,1870,2011-08-30,175,3,2,5,AbNormal,Yes,1986-05-09,Others,ELO,Gravel,RH,415861,242586,11551700,25,1986,2011
2970,Anna Nagar,1939,2010-01-30,176,2,1,5,AbNormal,No,1984-06-02,Commercial,All Pub,Paved,RM,675931,196238,21804220,25,1984,2010
2971,Karapakkam,1261,2011-04-19,89,1,1,3,Family,No,2002-04-21,Commercial,ELO,Gravel,RM,430930,93174,11646750,8,2002,2011
2972,Karapakkam,656,2009-11-30,112,1,1,2,AbNormal,No,2002-02-12,House,No Sewage,No Access,A,138058,33014,3001250,7,2002,2009
2973,Karapakkam,1661,2011-05-18,94,2,2,4,Normal Sale,Yes,2005-05-19,Others,No Sewage,Paved,A,279926,143962,7997875,5,2005,2011
2974,T Nagar,1972,2009-09-07,85,2,1,5,Family,Yes,1969-07-19,Commercial,ELO,Gravel,RM,802148,297941,22918500,40,1969,2009
2975,Anna Nagar,1730,2014-03-02,180,1,1,4,Family,Yes,2002-06-02,Commercial,ELO,No Access,RL,738288,174858,19428640,11,2002,2014
2976,Adyar,887,2006-12-22,131,1,1,3,Normal Sale,No,1991-12-26,Others,ELO,No Access,RH,251033,7383,7383325,14,1991,2006
2977,Velachery,1673,2004-05-26,34,2,1,4,Partial,No,1991-05-30,Commercial,All Pub,Gravel,C,447855,263444,13172210,12,1991,2004
2978,Velachery,1548,2004-01-08,111,2,1,4,Adj Land,Yes,1961-12-08,Others,ELO,No Access,RL,361661,97746,9774610,42,1961,2004
2979,Adyar,1227,2010-01-17,128,2,2,4,Adj Land,Yes,1995-01-21,Others,No Sewage,No Access,A,329959,130247,8683125,14,1995,2010
2980,Chrompet,1004,2007-08-13,106,1,1,3,Family,Yes,1982-08-19,Others,ELO,Paved,RL,291426,65806,9400830,24,1982,2007
2981,Anna Nagar,1509,2010-05-17,96,1,1,4,AbNormal,Yes,1990-05-22,Others,ELO,Gravel,RM,517455,83912,13985270,19,1990,2010
2982,Chrompet,1092,2007-01-26,80,1,1,3,Adj Land,Yes,1967-05-02,Commercial,No Sewage,Paved,RL,381035,217734,13608400,39,1967,2007
2983,Anna Nagar,1982,2007-06-14,75,2,1,5,Family,Yes,1984-06-19,House,No Sewage,No Access,RH,444983,139852,12713810,22,1984,2007
2984,Chrompet,1217,2007-06-03,97,2,1,4,Adj Land,Yes,1988-10-03,Others,No Sewage,Paved,RH,279146,144742,10338740,18,1988,2007
2985,Velachery,1649,2009-11-02,170,2,1,4,Adj Land,Yes,1960-02-24,House,ELO,Paved,C,309942,97877,8156380,49,1960,2009
2986,Karapakkam,592,2010-10-21,109,1,1,2,Family,No,1971-10-31,House,No Sewage,No Access,C,137065,39162,2797250,38,1971,2010
2987,Chrompet,1237,2010-05-05,99,2,1,4,Adj Land,No,2003-07-05,Commercial,All Pub,No Access,RL,376317,209065,13937650,6,2003,2010
2988,Adyar,1156,2010-02-10,191,1,1,3,Partial,No,1971-12-10,Commercial,No Sewage,No Access,I,440325,101613,11290385,38,1971,2010
2989,Chrompet,992,2012-08-14,91,1,1,3,Normal Sale,Yes,1999-08-18,Commercial,ELO,Gravel,RL,363689,188579,13469950,12,1999,2012
2990,Karapakkam,1302,2009-08-10,143,1,1,3,Adj Land,No,1960-10-20,Others,All Pub,No Access,RL,303786,72330,7233000,48,1960,2009
2991,Anna Nagar,1796,2007-08-27,120,1,1,4,Adj Land,No,1981-02-09,Others,No Sewage,Gravel,RH,403967,175052,13465550,26,1981,2007
2992,Chrompet,1001,2007-04-09,18,1,1,3,Partial,No,1976-11-09,House,No Sewage,Paved,RL,246018,23064,7688050,30,1976,2007
2993,Anna Nagar,1930,2013-03-06,161,2,1,5,Adj Land,Yes,2001-06-06,House,All Pub,No Access,RH,413732,173500,13346190,11,2001,2013
2994,Karapakkam,1530,2009-12-11,134,2,2,4,Normal Sale,Yes,1986-11-18,Others,ELO,Paved,I,383640,125100,8340000,23,1986,2009
2995,Anna Nagar,1819,2013-06-13,83,2,1,5,Family,Yes,1998-06-17,Others,No Sewage,Paved,RL,494451,276311,14542670,14,1998,2013
2996,T Nagar,1502,2014-02-12,54,1,1,4,Partial,No,1973-12-12,Others,No Sewage,No Access,RL,296066,74016,10573780,40,1973,2014
2997,Anna Nagar,1781,2008-02-02,70,1,1,4,Normal Sale,Yes,2000-04-02,Others,No Sewage,Paved,RL,561143,100718,14388290,7,2000,2008
2998,Adyar,1132,2011-11-12,86,1,1,3,AbNormal,No,1980-12-18,House,No Sewage,Paved,A,204175,95707,6380465,30,1980,2011
2999,Adyar,833,2007-02-12,184,1,1,3,AbNormal,Yes,2001-03-12,Others,No Sewage,No Access,RH,267337,16709,8354290,5,2001,2007
3000,Adyar,1223,2012-03-30,144,2,2,4,AbNormal,No,1992-04-04,Others,All Pub,Paved,RM,384251,98807,10978600,19,1992,2012
3001,Anna Nagar,1738,2008-03-11,200,1,1,4,Partial,No,1985-09-11,Others,All Pub,Gravel,RL,505142,172812,13293200,22,1985,2008
3002,Chrompet,1057,2015-01-25,58,1,1,3,Partial,No,1980-03-02,House,No Sewage,Paved,RH,231803,94170,7243850,34,1980,2015
3003,Karapakkam,671,2010-10-11,31,1,1,2,Normal Sale,No,1979-11-18,House,No Sewage,Paved,RM,227985,86265,6161750,30,1979,2010
3004,Chrompet,1072,2008-02-19,148,1,1,3,Adj Land,Yes,1991-02-23,Commercial,ELO,No Access,RH,361286,186872,12458150,16,1991,2008
3005,Karapakkam,1375,2009-01-12,38,2,2,4,Adj Land,Yes,1983-08-12,House,No Sewage,No Access,I,339936,56656,7082000,25,1983,2009
3006,Chrompet,1122,2009-02-25,77,1,1,3,Normal Sale,Yes,1973-06-03,Others,All Pub,No Access,RH,251472,152679,8981140,35,1973,2009
3007,KK Nagar,1526,2009-05-12,77,2,1,4,AbNormal,Yes,1990-10-12,House,No Sewage,Gravel,RM,538127,263572,10982180,18,1990,2009
3008,Adyar,614,2009-11-30,36,1,1,2,Adj Land,Yes,1987-06-12,House,No Sewage,Paved,A,194501,68648,5720630,22,1987,2009
3009,Adyar,1192,2007-07-23,90,1,1,3,AbNormal,Yes,1987-07-28,House,No Sewage,No Access,A,217211,35034,7006800,19,1987,2007
3010,Karapakkam,1220,2011-08-18,134,1,1,3,AbNormal,Yes,2001-08-20,Others,No Sewage,No Access,A,267766,110599,5821000,9,2001,2011
3011,Anna Nagar,1970,2010-09-30,75,2,1,5,Adj Land,No,1999-03-10,Others,No Sewage,Gravel,RM,538751,142611,15845620,11,1999,2010
3012,KK Nagar,1315,2008-07-17,94,1,1,3,Adj Land,Yes,1987-07-23,Commercial,All Pub,Paved,RH,572104,114421,12713420,20,1987,2008
3013,Chrompet,705,2009-02-26,145,1,1,2,Adj Land,Yes,2000-02-29,Commercial,All Pub,Gravel,RM,359947,136531,12411950,8,2000,2009
3014,Chrompet,1222,2014-08-29,98,2,1,4,Partial,No,1985-05-09,Commercial,No Sewage,Paved,RM,348274,125379,13930950,29,1985,2014
3015,Anna Nagar,1836,2009-03-17,39,2,1,5,AbNormal,No,1975-03-26,Commercial,No Sewage,Paved,RH,656080,96482,19296480,33,1975,2009
3016,Karapakkam,739,2011-10-03,121,1,1,2,Normal Sale,Yes,2000-12-03,Commercial,ELO,Gravel,RM,447896,218972,9953250,10,2000,2011
3017,Karapakkam,1430,2012-07-03,189,2,2,4,Family,No,2002-10-03,House,ELO,No Access,RH,202446,143671,6530500,9,2002,2012
3018,Velachery,1901,2011-04-29,89,3,2,5,Family,Yes,1993-03-05,House,All Pub,Gravel,RM,428679,257207,12247960,18,1993,2011
3019,Velachery,1630,2005-05-27,72,2,1,4,Adj Land,Yes,1956-08-06,Others,No Sewage,No Access,RH,303753,170861,9492280,48,1956,2005
3020,Velachery,1798,2011-05-04,188,2,1,4,Normal Sale,Yes,1969-04-15,Others,No Sewage,Paved,RH,362052,223620,10648590,42,1969,2011
3021,Chrompet,900,2011-09-27,186,1,1,3,Partial,No,1979-05-10,Others,No Sewage,Paved,RL,243505,117825,7855000,32,1979,2011
3022,T Nagar,1911,2007-04-05,169,2,1,5,Partial,Yes,1968-05-13,Commercial,ELO,Paved,RL,592024,190294,21143730,38,1968,2007
3023,Karapakkam,659,2012-01-30,128,1,1,2,Adj Land,Yes,1994-03-02,Others,No Sewage,No Access,A,212911,108628,4345125,17,1994,2012
3024,Adyar,714,2009-04-22,115,1,1,2,Family,Yes,1986-04-28,Commercial,ELO,Gravel,A,351194,105358,8779845,22,1986,2009
3025,Chrompet,703,2013-04-04,137,1,1,2,Partial,Yes,1974-04-14,House,ELO,No Access,RH,191253,17930,5976650,38,1974,2013
3026,Karapakkam,565,2011-11-27,51,1,1,2,Family,Yes,1991-02-12,Others,No Sewage,No Access,I,169413,53244,4840375,20,1991,2011
3027,Chrompet,1151,2015-02-16,7,1,1,3,Partial,No,1994-02-21,House,No Sewage,Gravel,RH,217114,25052,8350550,20,1994,2015
3028,Anna Nagar,1541,2011-08-09,194,1,1,4,Adj Land,No,1990-09-13,Others,All Pub,Paved,RM,372992,226460,13321150,20,1990,2011
3029,Anna Nagar,1509,2012-11-24,109,1,1,4,Partial,Yes,1980-02-12,Others,No Sewage,Gravel,RM,461844,108669,13583660,32,1980,2012
3030,T Nagar,1706,2011-03-17,107,1,1,4,Adj Land,Yes,1992-03-21,House,All Pub,Paved,RL,450776,218558,13659880,18,1992,2011
3031,Chrompet,983,2013-12-11,132,1,1,3,Adj Land,No,1993-11-17,House,No Sewage,No Access,RM,257040,140957,8291600,20,1993,2013
3032,Karapakkam,1189,2009-07-12,102,1,1,3,Adj Land,Yes,1964-12-18,Others,No Sewage,Gravel,C,327561,152862,7279125,44,1964,2009
3033,KK Nagar,2325,2011-07-01,17,4,2,6,Normal Sale,Yes,2005-08-01,Others,No Sewage,Gravel,RH,495490,107133,13391620,5,2005,2011
3034,Chrompet,1024,2011-11-07,74,1,1,3,Adj Land,Yes,1977-07-19,Commercial,No Sewage,Gravel,RL,397216,205457,13697100,34,1977,2011
3035,KK Nagar,1997,2009-11-29,28,3,2,5,Normal Sale,No,1987-05-12,Commercial,No Sewage,Paved,RM,773321,263258,16453640,22,1987,2009
3036,Velachery,1888,2005-10-25,38,3,2,5,AbNormal,No,1995-10-28,Others,No Sewage,Paved,RM,365093,153104,11777200,9,1995,2005
3037,Chrompet,887,2010-01-12,137,1,1,3,Normal Sale,Yes,1975-10-12,Others,All Pub,Gravel,RL,304334,123636,9510440,34,1975,2010
3038,Chrompet,1162,2009-07-18,27,1,1,3,Partial,No,1972-07-27,Commercial,All Pub,Paved,RM,332724,106472,13308950,36,1972,2009
3039,Karapakkam,1124,2011-01-24,112,1,1,3,Family,No,1965-04-02,House,No Sewage,Paved,RM,267881,126891,7049500,45,1965,2011
3040,KK Nagar,2392,2009-04-26,51,4,2,6,Partial,Yes,1987-02-05,House,No Sewage,Gravel,RM,571171,106264,13283040,22,1987,2009
3041,Chrompet,1256,2007-05-09,129,2,1,4,Family,Yes,1974-09-13,Commercial,No Sewage,No Access,RL,420209,140070,14006950,32,1974,2007
3042,T Nagar,1611,2011-07-02,192,1,1,4,Normal Sale,No,1974-02-16,Others,No Sewage,Gravel,RH,329359,97588,12198470,37,1974,2011
3043,KK Nagar,1399,2010-11-08,65,2,1,4,Normal Sale,No,2003-08-13,Others,No Sewage,Gravel,RH,355170,191245,9106920,7,2003,2010
3044,Velachery,1738,2011-05-10,30,2,1,4,Normal Sale,Yes,1979-10-13,Commercial,No Sewage,No Access,RH,452873,183980,14152290,31,1979,2011
3045,Velachery,1843,2007-01-23,148,3,2,5,Normal Sale,Yes,1988-01-28,Others,ELO,No Access,I,326046,197604,9880180,18,1988,2007
3046,Chrompet,920,2012-09-01,87,1,1,3,AbNormal,No,1975-01-18,Others,ELO,Paved,RM,230098,102266,8522150,37,1975,2012
3047,Anna Nagar,1804,2011-12-19,87,2,1,5,AbNormal,No,2006-12-20,House,No Sewage,Gravel,RL,484106,209343,13083950,4,2006,2011
3048,Chrompet,1272,2008-09-30,67,2,1,4,Partial,Yes,1999-03-10,Others,No Sewage,Paved,RH,300538,51817,10363390,9,1999,2008
3049,Velachery,1690,2008-11-18,28,2,1,4,AbNormal,No,1953-02-12,Others,ELO,Paved,RH,325691,105629,8802450,55,1953,2008
3050,Velachery,1502,2004-01-16,170,2,1,4,Normal Sale,No,1950-01-29,House,No Sewage,No Access,I,208132,94605,6307030,53,1950,2004
3051,Chrompet,710,2012-06-12,83,1,1,2,Partial,Yes,2002-09-12,House,All Pub,No Access,RM,201563,120938,8062500,9,2002,2012
3052,Chrompet,1060,2010-12-01,200,1,1,3,AbNormal,Yes,1983-01-19,Others,ELO,Paved,RH,299688,27244,9081450,27,1983,2010
3053,Chrompet,952,2010-04-17,136,1,1,3,Partial,Yes,1984-04-23,Commercial,No Sewage,No Access,RL,310978,80624,11517700,25,1984,2010
3054,Adyar,1240,2006-12-23,51,2,2,4,Partial,Yes,1972-01-01,Commercial,All Pub,No Access,C,440371,163566,12582025,34,1972,2006
3055,Anna Nagar,1540,2010-11-13,58,1,1,4,Adj Land,Yes,1999-11-16,Others,No Sewage,Paved,RH,367494,104998,13124770,10,1999,2010
3056,T Nagar,1991,2013-06-22,130,2,1,5,Normal Sale,No,2003-06-25,Commercial,No Sewage,Paved,RM,870464,424072,22319600,9,2003,2013
3057,Karapakkam,560,2010-05-17,117,1,1,2,Normal Sale,Yes,1999-05-20,Commercial,ELO,Gravel,I,220658,80908,7355250,10,1999,2010
3058,KK Nagar,2419,2009-10-14,50,4,2,6,Partial,Yes,1990-10-19,Others,No Sewage,Paved,RL,495503,169514,13039560,18,1990,2009
3059,Velachery,1812,2007-03-07,39,3,2,5,Normal Sale,No,1996-05-07,House,No Sewage,Gravel,RH,394123,70740,10105720,10,1996,2007
3060,KK Nagar,2415,2008-12-16,33,4,2,6,Adj Land,Yes,1993-12-20,House,All Pub,Gravel,RM,596329,241371,14198300,14,1993,2008
3061,Chrompet,1047,2006-12-23,92,1,1,3,Partial,No,1982-12-29,Commercial,ELO,No Access,RM,308547,106805,11867200,23,1982,2006
3062,Adyar,954,2011-08-27,189,1,1,3,Adj Land,Yes,2000-08-29,Commercial,No Sewage,No Access,RH,370163,86371,12338765,10,2000,2011
3063,Adyar,641,2009-06-06,35,1,1,2,Adj Land,No,2004-07-06,House,No Sewage,No Access,RH,187070,6236,6235675,4,2004,2009
3064,Anna Nagar,1591,2013-09-06,157,1,1,4,Normal Sale,No,1976-06-18,House,No Sewage,Gravel,RM,317733,73323,12220490,37,1976,2013
3065,Anna Nagar,1815,2009-11-06,130,2,1,5,Adj Land,Yes,1969-06-21,Others,No Sewage,Gravel,RH,389212,201814,14415250,40,1969,2009
3066,Adyar,1027,2009-03-19,74,1,1,3,AbNormal,No,1991-03-24,House,No Sewage,Gravel,A,259018,40898,6816270,17,1991,2009
3067,Karapakkam,1181,2012-08-03,37,1,1,3,Normal Sale,Yes,1977-03-17,Commercial,No Sewage,No Access,RL,397342,193577,10188250,35,1977,2012
3068,Velachery,1998,2008-11-09,91,3,2,5,Family,Yes,1972-09-20,House,All Pub,Gravel,A,317782,121505,9346520,36,1972,2008
3069,Karapakkam,1161,2010-06-27,19,1,1,3,Partial,Yes,1985-03-07,Others,ELO,Gravel,RM,304875,147818,9238625,25,1985,2010
3070,Karapakkam,643,2010-09-27,192,1,1,2,Family,Yes,1974-06-10,Others,ELO,Gravel,A,200052,50013,4546625,36,1974,2010
3071,T Nagar,1885,2007-01-19,117,2,1,5,AbNormal,No,1988-01-24,House,No Sewage,No Access,RM,370688,63912,12782330,18,1988,2007
3072,Adyar,674,2011-06-17,92,1,1,2,Normal Sale,No,1973-06-26,Others,ELO,Paved,RL,238018,14425,7212670,37,1973,2011
3073,Chrompet,884,2015-01-30,163,1,1,3,Partial,Yes,2007-01-02,Others,All Pub,Paved,RH,268028,138337,8646080,8,2007,2015
3074,Karapakkam,1014,2011-07-01,195,1,1,3,Partial,Yes,1976-01-16,Commercial,ELO,Paved,RL,414617,115707,9642250,35,1976,2011
3075,Adyar,719,2007-07-05,43,1,1,2,Family,No,1981-05-13,House,ELO,Paved,A,171943,35270,4408790,26,1981,2007
3076,Karapakkam,792,2010-08-18,179,1,1,2,Family,No,1963-08-30,House,All Pub,Paved,A,113759,65005,3250250,46,1963,2010
3077,KK Nagar,2085,2010-01-25,134,3,2,5,Family,No,1993-01-29,House,All Pub,Gravel,RM,570279,279320,11638340,16,1993,2010
3078,Chrompet,1048,2011-01-26,6,1,1,3,Adj Land,Yes,1997-01-29,Commercial,No Sewage,No Access,RL,433340,157578,13131500,13,1997,2011
3079,Adyar,1069,2008-03-22,159,1,1,3,Partial,No,1988-03-27,Others,No Sewage,Gravel,A,224582,35091,7018200,19,1988,2008
3080,Adyar,868,2011-09-05,125,1,1,3,Partial,No,1983-05-16,Commercial,ELO,Paved,I,385077,48135,9626920,28,1983,2011
3081,Karapakkam,862,2011-10-12,78,1,1,2,Family,No,2005-11-12,Commercial,No Sewage,Paved,C,300982,143651,6840500,5,2005,2011
3082,Velachery,1658,2010-04-07,143,2,1,4,Adj Land,No,1997-07-07,Commercial,All Pub,Paved,I,495168,192565,13754660,12,1997,2010
3083,Anna Nagar,1814,2013-01-29,195,2,1,5,Family,No,2005-01-31,House,No Sewage,Gravel,RM,539186,256114,13479660,7,2005,2013
3084,Karapakkam,1512,2012-08-03,97,2,2,4,AbNormal,Yes,1997-12-03,House,No Sewage,Paved,RM,481263,86627,9625250,14,1997,2012
3085,KK Nagar,2330,2009-03-27,144,4,2,6,Partial,No,2003-03-29,Commercial,No Sewage,Paved,RM,700269,331706,18428120,5,2003,2009
3086,Karapakkam,507,2010-05-29,145,1,1,2,Partial,Yes,1975-07-06,Others,No Sewage,Paved,A,122498,43235,3602875,34,1975,2010
3087,Chrompet,863,2015-08-01,80,1,1,3,Family,No,1982-01-16,Commercial,No Sewage,Paved,RL,304243,146876,10491150,33,1982,2015
3088,Karapakkam,1622,2012-02-21,78,2,2,4,AbNormal,Yes,1970-03-03,House,ELO,No Access,I,293727,69935,6993500,41,1970,2012
3089,Chrompet,796,2008-03-22,79,1,1,2,Adj Land,No,1986-03-28,Others,ELO,Paved,RH,202222,36111,7222220,21,1986,2008
